Ratings,Review_body,Date,Review_head
,"I purchased the Sony WH-1000XM4 wireless headphones to use primarily with Zoom, which has become essential for my business. It's proved to be great for that application — I've had no problems with hearing others or with speaking (i.e., no complaints).

This is not my first pair of noise-cancelling headphones — I've had a couple of Bose wired headphones (sold one, bought the other, which is still in the closet) primarily for air travel (you remember that, don't you?) . Problem with my old Bose sets is the lack of a microphone, so I debated between the Sony and the Bose wireless sets that incorporate miss, and I read all the reviews I could find on subject.

Although the Bose generally has a slightly better rating for the mic, the Sony was favored for sound quality in every review I read. And they were right! The sound quality is exceptional for all uses, especially music, the noise cancellation is amazing, and the mic is more the adequate for my needs.

Very highly recommended!",Reviewed in the United States on 6 September 2020,
,"Absolutely love these. Noise Cancellation is incredibly effective. It takes quite a lot to hear through it even without music. I suppose the pausing during conversation feature could be smoother, but that isn't a big issue for me. Amazing battery life and features. Sound quality is superb, probably the best I've ever heard from headphones. Rich bass that you can feel, and the highs and mids are punchy and crisp and don't get lost. Incredibly well balanced sound. As for comfort, it took a small amount of adjusting but they feel like a cloud. Soft, supple leather, and there isn't too much clamp force. They do stay on, too. Love that they can be wired or wireless, as I have both a phone and a desktop (the letter doesn't have Bluetooth). The case is light yet firm, and even has a mesh pocket on the back to hold your other goodies. The texture of the cans is luxurious, and the same holds true for the case. Mic isn't perfect, but it's good. Overall, it's very expensive but a great buy if you're in the market.",Reviewed in the United States on 12 September 2020,
,"UPDATED:  I decided to mark these down from 3 to 2 stars because, in the last few days, the bluetooth has started to act buggy.  Audio files simply stop playing for no apparent reason (in some cases, my music has stopped apparently because someone else with a bluetooth device gets within about 30 feet of me, but in other cases the music stops for no apparent reason at all).  At other times, there are skips or pops.  While the noise cancellation is fantastic, and I'm still thinking keeping them for this reason alone, I'm now more likely to return them -- $350 is just too much money for these kinds of problems.These are great headphones -- outstanding in many respects -- but they have some issues that, given the $350 price, do not merit a 5-star review.  I was torn between 3 and 4 stars, but decided on the lower rating given the very high price for this product.PROS:1) ANC -- by far, these have the most effective noise cancellation of any ANC (or other) headphones I have used, including Bose.  They drown out almost all ambient noise -- including close lawn mowers, leaf blowers, revving car engines, etc. -- even when you're not playing music or listening to another kind of audio file.  When playing music or an audio file, you are very much in your own world.  I did have an issue at the beginning where I could hear a static-like sound when ANC was on but no audio was playing.  A software or firmware update pretty much, but not entirely, eliminated the issue; it's still noticeable from time to time, but at a very low volume, lower than the older set of wired Bose ANC headphones I still have.  It's no longer an issue for me; I think that this kind of noise is a ""feature"" of ANC headphones.2) Comfort -- by far, these are the most comfortable set of headphones I have used.  The ear pieces in particular are outstanding.  I bought another brand of (much less expensive) headphones right before I got these and wrote a review in which I said those were very comfortable.  However, I wound up returning those because, after about a week, they became quite uncomfortable.  These Sony headphones, however, have withstood the test of time, seeming to become more comfortable as time goes on.  I can comfortably wear these for hours.3) Music quality -- excellent, what you would expect of Sony.4) Gesture controls -- the gesture controls for turning music on / off, picking up a phone call, volume and next / previous song work quite well.  I had a set of Sony 900 headphones prior to these, and the gesture controls work a little better on these.CONS:1) Default volume -- for some reason, these headphones, like my prior Sony 900 headphones, seem to have a high default volume and there is no way in the Sony Headphones or Sony Music Center to change them (and there is also no native iPhone setting that works, either).  The result is that, all too often, music comes blasting out at an uncomfortable, probably unhealthy volume when you put the headphones on and start playing music.  Beside the Sony 900, none of the other (many) headphones I have used have had this issue.  I have now become accustomed to checking the iPhone's bluetooth volume when I put the headphones on, but all too frequently when the iPhone shows a low bluetooth volume, the volume resets itself to a much higher (almost max) volume when I actually start playing an audio file.  I believe the problem must be related to the fact that all the settings for these headphones are run through the Headphones app and there is no control for default volume in that app; apparently, Sony sets a near-max default volume and doesn't allow users to change it.  It's really quite annoying, and I may wind up returning these headphones for this reason.  For $350, Sony could do a lot better on this metric.2) Phone call quality -- meh.  Some calls are good, others not so much.  Nobody on the other end has complained about call quality.  However, on my end, the other person often sounds distant, low volume, in a tunnel, etc.  Every other set of wireless headphones I have used with phone call capability has been at least as good as these headphones, and some have been better.  I read that the MX4 is supposed to have corrected the problems of the MX3 regarding phone call quality issues but, if that's the case, I can only imagine how bad the MX3s were.3) Making you register with Sony in order to get updates -- as noted above, I needed to do a software or firmware update to get rid of the static noise when ANC is turned on.  However, to get software updates, Sony requires you to register with it (provide email, etc.).  It is obnoxious of Sony to require users to provide this kind of personal information that it will then market and sell, and presumably also spam you with promotions, as a precondition to getting updates to fix the bugs in its (expensive) products -- particularly where Sony has a history of data breach.Bottom line, these are mostly excellent headphones, and they are exceptional with regard to the primary purposes of noise cancelling headphones.  However, they do have some problems that a $350 set of headphones should not have.  I'm likely to keep them, but if the default volume issue noted above does not improve, I may well return them.",Reviewed in the United States on 24 September 2020,
,"This product is pretty great. It is a solid improvement over the M3. I will be doing a comparison between MX3 and Bose 700

Pro
- Multipoint connectivity
- Better Microphone than the M3
- No cold weather problem with the touch controls
- Really good noise cancellation in general** (see cons)
- Significantly better touch controls than Bose 700. The Bose 700 touch control area is really small
- Adaptable noise cancellation
- Speak to pause music (this is pretty gimmicky it works great until you are in a room crowded with other people. This is probably a software issue that can be resolved)
- Software updates from Sony. (this is a big win for this headphone because my headphones updated twice upon using the headphones for first time) Bose suck in this department. Bose actually released a software update for the Bose 700 that actually caused the headphones to malfunction (wrong battery indicator, Static when connecting to multiple devices, or straight up bricking the headphones. As of 9/4/2020, Bose still has not resolved this problem that has been going on for 3 months!)

Con
- Noise cancellation is generally good except for when there is direct wind blowing at you. The wind comes through the noise cancellation. Bose 700 does not have this problem (although I suspect this is a software problem)
- Multipoint connectivity is really slow. It takes a significant amount of time to switch between one device and other. Bose 700 again does not have this problem (although I suspect this is a software problem)
- As of 9/4/2020, the multipoint connectivity option has a software bug. Upon first setting up the headphones, I could not enable the multipoint connection on the app. However, after restarting my phone, the option worked. (Again mostly software issue).

Overall, solid headphones I would definitely recommend. Most of the problem is just software which can be resolved. Solid noise cancellation, Solid sound. 8.5/10",Reviewed in the United States on 5 September 2020,
,"Let me explain. I am an audiophile, music enthusiast..., you get the picture. To me, sound is pretty much everything, with comfort and build quality (how long the product will last) also being important. Hours upon hours of research online led me to those beautiful pieces of art. 9/10 of the websites I visited had these at the #1 spot so I placed my order. When I got the package, I headed straight for the instructions, read what i needed to know, and carefully pulled out the pair of cans. The design, as I have said before, is beautiful. As I tried them on, I noticed how incredibly light and comfy they were. The moment I turned them on, the noise cancelling kicked in, and, o wow, the world really does fall away. Now, the moment I've been waiting for. I plug them into my phone, turn my phone down to protect my ears (haha), and play ""I Like Me Better"" by Lauv. First reaction: OWW. The treble is flat out painful. So then, I connect the headphones to my phone over bluetooth and set them up within the app, taking pictures of my ears..., (Yes it customized the NC and music to your ears, which is kinda cool.) I prefer a wired connection, because I listen to FLAC music files (CD quality music) and bluetooth degrades that quality. But, I tried it anyway to see how it would go. The app was pretty simple to use, and finally, I found it, the eq. I turned down the treble a little and pressed play on the song. It sounded aweful. I put the eq back to flat and it sounded exceptional quality-wise, but still piercing. The moment I turned down the treble again, music dropped out and turned back on, sounding really bad. I scrolled down in the app and found out that to use the eq, it lowers the quality, and noticeably. I was done. These were returned the next day.",Reviewed in the United States on 26 September 2020,
,"So i'm not the most prolific reviewer nor am I under any illusion that anyone gives a darn what I think about anything. However, I spent a ton of time agonizing over the decision between getting the Bose NC-700s and the XM3's last year and went with the NC-700s, which I've used consistently for over a year. So I'm thinking my experience might at least be helpful for those trying to decide. In a bit more than a week of consistent usage of the XM4's, there is categorically NO CONTEST between the two headsets for one major reason.

The key difference is that the XM4's JUST WORK. Initial setup was hilariously easy, to be sure (not so much with Bose, but that's a one time thing). Connecting and disconnecting from various devices is a breeze and works consistently. Contrast that with the NC-700's, which would constantly have a clicking noise when connected to two devices (a critical need for me when working from home). On top of that, they developed this bizarre issue where phone calls would drop from the headset to the handset at random and i'd have to manually shift it back to the headset. If you use Google Assistant, I've found the button on the XM4's to work consistently, unlike the one on the NC-700's. When connected to multiple devices, the XM4's can tell where they need to play from with no trouble. The NC-700's would need to be disconnected and reconnected to show them where to play from, which was lots of fun when hopping onto conference calls for work.

Other considerations:

Noise Cancellation: Small edge to the NC-700s. The XM4's get 4.98 stars out of 5 while Bose gets 5. Realistically you will not be able to tell the difference. I can't say i've used the XM4's in an airport or on a flight yet, but I do have several kids running around the house all day and they perform just as well as the NC-700s.

Features: Sizable edge to the XM4's. Loving an equalizer in the app. Wearing sensor and movement sensor are pretty nifty.

App: Bose's app is clunky and extremely unreliable. I have had ZERO issues with Sony's.

Sound quality: Pretty close but small edge to the XM4's. Surprisingly fuller bass.

Comfort: identical. I wear headphones for 4-8 hours a day and both are fine

Battery life: Sony wins out of the gates with 30 hours, but an important note is that the NC-700's never really lived up to their advertised 20 hours, and the battery quickly builds up a memory from consistent use so that ended up shrinking over the course of the year by about 20%.

Bottom line: no longer having to spend 20-30 minutes a day fighting with the NC-700's technical issues nor being driven nuts by the constant clicking gave me the time and sanity to write this review.",Reviewed in the United States on 18 September 2020,
,I had high hopes for these as they are so highly rated. Please be aware that if you use with an iPhone they won’t start things with google assistant only open the app. That basically defeats the purpose of an assistant and I’m stuck still using AirPod pros with Siri instead. I think if you’re an android user you’ll love these though. The sound quality is very good and so is the noise cancellation. The main reason I wanted this was to be able to switch from Siri to google assistant on my iPhone and unfortunately it’s still too soon for that.,Reviewed in the United States on 23 August 2020,
,"I can't say enough good things about these new Sony WH-1000XM4 Wireless Headphones.  Honestly, it's like baby Jesus singing to you in Heaven.  Imagine if you will, Aaron Neville and Alison Krauss had a baby, and that baby grew up to be a singer, this is what these headphones sound like.  Crystal clear, COMPLETE noise cancelling, deep base, customizable equalizer in the iPhone app, 30 hours of battery life, super fast charging and COMFORTABLE!!!!  Did I say COMFORTABLE?  Because these babies are like being cradled in the bosom of Dolly Parton at end of a long night.  Mama MIA they are some soft and easy headphones.  Seriously, there is not ONE THING I would change about these. Maybe a longer charging cord (it's only about 6 inches - that's what she said) but seriously, give me at least a foot (that's also what she said). Sony knocked it out of the park with this unit.  $349 is a pretty steep price.  PRETTY, PRETTY STEEP.  But if you enjoy hearing TV and music crystal clearly, while drowning out the droning sounds of your air conditioner blowing full blast, the dogs barking, the wife yelling, the kids crying, the doorbell ringing, the phone texting, IT'S WORTH IT.  It puts you in another world.  Totally worth it.  Hell I'd pay $449 for these.",Reviewed in the United States on 29 August 2020,
,"I have been an Amazon customer for 20 years. This is the first review that I have ever written.

Buy these. Trust me. You will thank yourself.

Ignore the negative comments. They are all invalid as far as I can tell.

Noise canceling is amazing. Sound is incredible. Call quality is crystal clear on both ends. I can walk all over my property without a single lag or glitch. Bluetooth 5.0 has an incredible range and very low power usage. The battery life is best in class. I can listen to these all day and maybe use 10% of the charge. Recharging is fast, roughly 3 hours from no charge to full. The touch controls work great. Extremely comfortable. I can go on and on...

Stop reading all of the reviews and just do it. You are going to fall in love. Guaranteed.",Reviewed in the United States on 5 September 2020,
,"What I like about these headphones are the build quality in my opinion.

Pros
- the sound and bass quality are crystal clear
-it’s very comfortable on my head (light)
-the app allows me to controls the headphone settings like turning into a low res song into a high quality song with better bass.
-connecting two Bluetooth devices is very useful I never had any problems with mines
-music pause when I take off my headphones like the information from the box.
-the music lower down while speak mode is on
-headphones can update system firmware in the app
-the noise canceling is pretty good because it mutes every loud sound I hear around my background.

Cons-
Sometimes tv noise mute my headphones but I can turn it off in settings.

The people in the review are right! It is worth the money getting these headphones because i love it anyway! No problems at all.
This is my first expensive Sony Headphones and I definitely think it’s worth the cost for new users.",Reviewed in the United States on 25 August 2020,
,"All around excellent headphones, with class-leading noise cancellation. I will still be using my Jabra 65E for Calls and Skype (better mics) but these are my go-too for everything else.

Sitting with a window fan 3ft away, dishwasher (cheap and loud) 10Ft away and the window open near a freeway(15 Meters away) I can all but escape the insane levels of noise in my dining room office.

Thank you Sony for finally letting my Adhd not drive me crazy when trying to relax/concentrate.",Reviewed in the United States on 27 August 2020,
,"I have been using these for a little over a month now, and have not experienced any issues. The sound and noise cancelation quality are great, and the microphone is OK. When I first received, I was having issues connecting and switching to a 2nd connected device but after a couple of app updates, it seems to have corrected the problem. The sound and microphone quality are not as great as my Bose 700s; when compared with the Bose, others have indicated that my voice comes through a bit clearer and more isolated than with the Sony XM4s. The fit on the Bose is slightly more comfortable and lighter than the XM4s also. I do appreciate the touch sensor functionality and ease of use over the Bose, as well as the capability to customize the sound and adaptive technology. Overall, my preference are these over my Bose 700s for ease of use and seamless transition between two connected devices (laptop and mobile phone). But for extended use with connectivity to only one device, then my preference is for the Bose because they are more comfortable to wear for long periods at a time. It's also important to note the battery life is much longer with these  than the Bose (can use for several days without re-charge vs. 6 - 8 hours with the Bose).",Reviewed in the United States on 25 September 2020,
,"This headset is comfortable. And it sometimes sounds great, for music.

The noise cancellation is easily confused if you walk into different rooms, which causes you to hear a static noise for several minutes, or longer sometimes.

The bluetooth connections are clunky. You'll often get notifications about various primary or secondary devices connecting or disconnecting. I guess these can be muted, but it's still annoying.

If you use these for podcasts, or anything other than playing music through an app, it doesn't sound great. It might be the noise cancellation. My $20 headset sounds so much better than these when I use them to plug into my piano when I'm playing.

But these are great for listening to white noise.",Reviewed in the United States on 25 August 2020,
,"Working from home can be distracting when you have a toddler running about.  When my wife and daughter are around, it tends to get noisy.  I have the Sony WF-1000XM3 earbuds and the noise cancelling is pretty okay on those but connecting/disconnecting my phone or laptop to get them working between each other got tedious.  So when I found out from MKBHD that the XM4s have multiple device support!  I was sold.  These are my first over the ear noise cancelling headsets so I do not have further comparison but from my experience is, that these are great for cancelling out a lot of noise.  My daughter and my wife are muffled if around my workspace.  Like someone said in one of their reviews, its like being in your personal bubble or vacuumed space.  Sometimes the silence is weird when there's not much going on around me.  So far I'm happy with this headset.  It's pretty light and comfy.  The ear cups are not so bad but when it gets hot, you tend to sweat a bit but I heard tha's unavoidable in most of these type of over the ear headsets.  Great buy in my opinion",Reviewed in the United States on 6 September 2020,
,"I had purchased 1000XM3 just few days before the launch date of 1000XM4. Thanks to Amazon, I immediately decided to return the 1000XM3 and order the much improved and latest XM4. For me, one of the main selling point is the multi device connect at the same time. This was missing in XM3 and was a hassle when working from home and switching between work and personal stuff and multiple devices. The sound quality, noise cancellation and 360 relaity is great as well!",Reviewed in the United States on 29 August 2020,
,"I got these 6 hours ago, and they are still on my ears. The noise-cancellation works really well, I can barely hear the keys when I type. Definitely need to try them on tidal hifi or deezer. Was skeptical of the Reality Audio, but after trying them, you can definitely hear an expanded soundstage.",Reviewed in the United States on 21 August 2020,
,"The noise-canceling is good, better than most, but the audio is horrid. If you're used to audiophile headphones, you will cringe when you put these on. They do not come close to mid-range Audio-Technica, Sennheiser, or AKG. Even the Audio-Technica m40x sound better than these.Don't waste your money on these, they're overpriced. Get a low-end set of Etymotic's if you want to close the world off from external sound.",Reviewed in the United States on 6 September 2020,
,"I've owned the Sony 1000XM3, H900N, and the Bose QC35 II.  I couldn't wait for the XM4 to come out because of the multipoint Bluetooth (I'll get to that a little later).  The sound is great once it's been adjusted, and the noise cancelling in the XM4 is better than both the XM3 and the QC35 II.  However, there are quite a few things that are very poorly implemented and basically unusable.Sound: A-First off the XM4, XM3, and H900N all have better and brighter sound than the QC35 II.  Out of the box, the sound is a little dull and the mids / vocals are a little mushy.  With the XM4, I needed to tweak it in the Headphones app using the EQ to get it to the place that I wanted it, but once it was there, it was great.  A small but pleasing improvement in the XM4 is that the headphone voice announcements are at a much higher quality.  The XM3 announcements are low fidelity and low bandwidth whereas the XM4 headphone voice is very crisp and hi-fi.  Sony also replaced the high-pitched beep with a slightly longer but more pleasant sounding bell for feedback.  However, I actually prefer the beep because it's faster.Noise cancelling: A-When I first put on the XM4 and turned them on, I was surprised by the audible hiss from the noise cancelling.  It wasn't present with the XM3.  I think this is because they have cranked up the noise cancelling in the XM4.  I have air purifiers running in my house, and the XM4 does a better job of cancelling out the noise almost completely.  The XM3 still has some leakage.  The XM3 is just as good as the Bose in noise cancellation, and the XM4, though a little hissy and is a slightly bit better.  The drawback to this is that it can feel like it's creating a slight pressure in my head that increases over time.Multipoint Bluetooth: FThis was the feature I had been waiting for.  The awesome noise cancellation and sound of the XM3, but with the ability to stream two devices at once.  FAIL!  I had been eagerly anticipating this and checking daily for the release of the XM4.  I was so excited to get them...only to be sorely disappointed.  Though the device will connect to two devices simultaneously, it actually DISCONNECTS when one of the two devices is activated.  So it's not true multipoint Bluetooth.  Sony advertises that the multipoint Bluetooth is seamless.  This is true if they mean you don't have to press any buttons to disconnect from a device.  However, the way it manages connections is very poor.  I have to put the XM4 into pairing mode if I've connected to my phone in order for it to play audio from my computer.  If I don't do this, it doesn't recognize that my computer is playing sound, and then doesn't stream the sound.  Even though it shows on my computer as connected, it doesn't show up in my sound options as a device that I can use for audio.  I have to turn them off, put them into pairing mode, and then reconnect in order to get the sound to play.  If a call comes in on my phone, the headphones actually disconnect from the computer to switch to the call - and the headphone voice announces that they have disconnected, super annoying and not seamless.  With the QC35 II, I could use both at the same time, with the phone being connected at the low-quality voice mode and my computer at the high quality music mode.  They had 2 years to get the multipoint Bluetooth right and they totally failed.  So it ends up that I have to turn the XM4 off and re-pair them just like I had to with the XM3.  I've had to do this a number of times, and I haven't quite figured out all the exact situations where I have to re-pair them.  With the XM3, I knew if I wanted to switch devices, I would have to do it.  But with the XM4, I haven't put my finger on all of them just yet.  At any rate, the switching of devices is very clunky and definitely not worth upgrading for.  I have $40 headphones that implement multipoint Bluetooth better than the XM4. I'm stunned and disappointed that Sony hasn't been able to get multipoint Bluetooth to work right.Comfort: ACompared to the XM3, the XM4 are slightly softer and a bit more comfortable right when I put them on.  The XM3 are still pretty comfortable, but the earpads are definitely firmer and a little tighter.Controls: BI totally prefer the actual buttons on the QC35 II to the touch controls.  Sometimes if I want to change the volume and I slide my finger at a slightly off-angle, it will skip tracks instead.  It's a small annoyance.  On the plus side, the physical buttons do make a fairly audible click that travels through the headphone, whereas the touch controls are a little quieter.In-call: DOne thing the Bose QC35 II does is that when I'm on a call, it knows to automatically turn on ambient sound mode so I can hear myself talking.  Neither the XM3 nor the XM4 figured out that this is a useful and great feature, so they don't do it.  If I want it, I have to press the button to switch to it, listen to the announcement, and then it comes on.  Then when I'm done, I have to press the button and wait for it to go into NC off, ambient sound off, and then press the button again and wait for the announcement that the NC is once again activated.  Super slow and awkward and unusable.  So instead, I pull one of the earcups off my ear so I can hear myself speak.  When I first was using the Sony's for calls, I was finding that my voice was tired and my throat sore at the end of the day.  Someone told me that I talked really loud when I was on the phone.  I didn't even know this because the headphones do a really great job of keeping outside sound out, so I was talking at a level so I could hear myself when I was wearing them.  I asked Sony support about this, and the headphones just don't do this.  Fail.Auto-mute: FSony created a feature where the headphones will automatically mute the audio source if it detects that you're talking.  Nice in concept - terrible in practice.  I just turned it off and left it off.  If I'm listening to music and sneeze or make a noise, the headphones will interrupt what I'm listening to and mute it for the amount of time I've specified in the app - 15 seconds is the shortest amount of time.  So I have to wait for it to unmute so that I can continue listening.  What's even more annoying is when I'm using the auxiliary cable in wired mode - again, this is because the multipoint Bluetooth implementation is such a pain and sucks, if I'm on a video conference and I have the headphones on to use the noise cancelling, if I talk, it mutes the audio stream for 15 seconds so I can't hear what anyone in the conference is saying.  So I then have to turn the headphones off in order to interact with the conference in any meaningful way.Miscellaneous:I don't understand why Sony doesn't just include a headphone cable with a microphone.  With all the video-conferencing I do, and the terrible multipoint Bluetooth implementation, I end up using the auxiliary headphone cable a lot.  It's much faster and convenient for me to switch the plug from my computer to my phone rather than dealing with the horrible Bluetooth switching.  The auxiliary cable Sony provides doesn't have a microphone, so I have to hold my phone close to my mouth if I'm using the cable.  I ended up buying an auxiliary cable with a microphone and some playback controls on it and it works great.  Here's another really poorly thought-out thing: upon pairing the new XM4 with the app, it gives me the opportunity to give feedback on the headphones.  This is only upon the initial startup of the headphones.  How on earth can I give meaningful feedback about the headphones on my first use?  It took me to Sony's site to do the survey, and I decided I would complete it later, only to discover that it had timed out, and now I'm not able to provide feedback through that mechanism.Conclusion:All the hype about multipoint Bluetooth is a big letdown with the real product.  If that's the reason you're thinking about upgrading, don't do it.  The rest of it is pretty similar to the XM3.  Some nice little features added, but nothing earth shattering.  The new features on paper were everything that I wanted that was missing from the XM3.  In practice, the XM4 implementation of these things just did not hit the mark.  I soooo wanted to love these headphones, so that I could stop looking for headphones.  As it stands, they totally weren't worth the upgrade and I will most likely be sending these back.  Sadly, they are not as advertised.",Reviewed in the United States on 19 September 2020,
,"So, I was skeptical coming from Bose that anyone could beat their noise cancelling ability and comfort, but I kid you not...I love these Sony headphones. I wore them all day today and my ears are not sore one bit, additionally the noise cancelling is awesome, I didn't hear a peep in the background. They performed excellent via bluetooth on my conference calls, which is a big win vs the Bose QC. If Sony continues to innovate like this I may just continue to purchase their next gen headphones.",Reviewed in the United States on 20 August 2020,
,"My intended usage was connection to my computer to deal with daily dose of WFH induced conference calls. The sound either from conf calls was horrible... I tried to blame it on the call quality first. It could not be the headphones... not at that price... not from Sony... so I decided to try with music local on my computer... The sound was horrible... Probably a combination of noise cancellation self cancelling and other factors... But for that price, I expect perfection... Returned the item got refund (that process of return was perfect and easy, with UPS pick up from the door step).",Reviewed in the United States on 30 August 2020,
,"Coming from first gen MDR-1000X, this is a very large improvement!

What I liked about it
- It's lighter
- The ear foams are really soft, unlike my other one which can be uncomfortable especially when wearing glasses
- The headphones' voice prompts can now also be changed to another language
- Noise cancellation is a lot better
- Automatic pause of the noise cancellation when talking can be useful

What I didn't like
- No aptX / aptX HD support",Reviewed in the United States on 26 September 2020,
,The product has good sound equivalent to a Bose headphone and the noise cancellation is close. However the blue tooth connection makes this product almost useless. I am used to Bose headphones after set up pairing automatically. The Sony headphone must be connected to the phone or computer manually every time. Even though I am 2 feet away from the source the music skips and  disconnects requiring a manual reconnect every 10 -15 minutes. This is a very expensive headphone and having this connection problem makes this a clearly inferior product.  It has superior sound and noise cancellation and if you use this on a cable there is no problem. However if you plan to use blue tooth do not under any circumstance buy this product. You will simply have to send its back and reorder a Bose or other product. Caveat Emptor !,Reviewed in the United States on 13 September 2020,
,"I have used Bose in-ear noise-canceling headphones for a while. I wanted to try an over the ear headphone. After a long time reviewing my option, I decided to buy a Sony headphone. It came, and I used it for about two weeks; here are what I found.

It is a great headphone overall. It has a lot of bells and whistles in its app. However, I am not a fan of having so many options. Especially when they are not being set right by default. I give you an example. It has a multipoint connection feature, which is a good thing to have.
Additionally, it has a sensor that, by default, pauses what you are listening to when you take it off and unpause when you wear the headphone. The issue is that on a few occasions, it unpaused on my other devices that I was not listening to when I took the headphones out. I can disable this feature in the app. However, why add a half-baked feature which can annoy the user?

Here is the list of pros and cons for this headphone:

Pros:
- Great noise canceling
- Nice build
- Nice case
- Comfortable to wear
- USB-C charging
- Fast charging
- Regular headphone jack port for wired connection
- Long battery life
- Auto-off

Cons:
- It gives my wife and me a headache after less than an hour of usage.
- It has too many bells and whistles that are not implemented well in some cases. You need to dig deep into the app and change the default to make the headphone behavior better.
- Touch control is not easy to use, and it frequently does something other than what I wanted it to do.
- Slower to connect than Bose headphones.

If I didn't get headaches, I would have kept it. I also bought Bose QC 35 II to compare, and Bose headphones did not give me headaches, so I am returning this and keep the Bose one. Headache is probably a personal thing and might not happen to everyone, so if you don't get a headache, I would recommend this headphone.",Reviewed in the United States on 14 September 2020,
,"I recently bought these and I had high expectations. It noise cancellation worked good, Streaming music and taking calls from phone was good as well.

Problem was when I connected via Bluetooth to my PC for online gaming. I would get interference when I'm right next to my PC. Checked settings, contacted customer support but issue was still there.

For the price of these I expected better.

*Update as of 9/17/2020*

I decided to give the headset a 2nd change. I returned my previous dongle and bought a TP-Link WiFi 6 AX3000 PCIe | Bluetooth 5.0 card. This helps the headset much better! I would recommend something like this, rather than a dongle. Gave it 5 stars now.",Reviewed in the United States on 12 September 2020,
,"Started to emit static noise from right ear cup, seems it’s a common issue with M3 and M4 of these headsets. Will be returning mine, and sticking to my old Sennheiser Momentum 2s. The noise cancellation was not that great compared to others in the market, but the sound quality was great. My battery life was not good, about 1/2 as advertised... not sure if I just got overall defective unit.",Reviewed in the United States on 2 September 2020,
,Dislikes - no plug for charging ; only a charging cord which is only 5 -6 inches in length. Chrome plated jacks instead of gold plating - thrifty considering the price.  Hard to access or identify volume controls on the headphones; Noise cancellation is decent if playing music; not so much when listening to an audiobook or conferencing.  Don’t know if it is superior or equal to the Bose noise cancelling.  Weight of headphones surprisingly and pleasantly light.  Fast charging is a plus.  Unable to determine if headphones can be synced to multiple devices.  A bit of a challenge to get it to sync with my iPad had to move to a room where other Bluetooth devices did not interfere.  This could be because I have an older model iPad.  Not sure whether the better buy would have been the previous model. Some static or background noise experienced when shifting from ambient on/off/noise cancellation.  Bought it over the Bose because it seemed better material design than the latest Bose quiet comforts which appear to be built using low cost materials. Controls are placed on the left headphone which is disconcerting for a right handed person like me.  Power on/off button continually failing; I have to plug headphones into the usb plug to get it to power back on even though it’s fully charged.  Reconnecting to apparently older devices is a chore and frustrating.  Will probably return before the return period expires.,Reviewed in the United States on 29 August 2020,
,"This is everything I wanted, except, for some reason these headphones cause me to be nauseous. This is a common problem with noise-canceling headphones, google the article ""Noise-Canceling Headphones Might Make You Motion Sick,"" but I've never experienced this problem before. ANC takes the incoming sound, inverts the phase, and plays it back with such efficiency that some brains can't handle two different frequencies in each ear. I suppose the noise-cancellation could be so good on these that I have never experienced this level of ANC. It's just odd.",Reviewed in the United States on 25 August 2020,
,"setup: 1000xm4 paired with a Xperia 10 series (LDAC capable)

i watched sooooo many videos of reviews of the 1000xm3 vs top line competition, be it Audeze or Sennheiser or Bose or etc.... whatever was available to watch in comparison on utube, i prolly watched most of em.

the top feature is the Active Noise Cancellation and number one reason to get these over the competition. its sublime! literally puts you in your own space clearing out 90% of surrounding noises. without any music. these are mostly the lower frequency sounds, but it still does great with higher frequencies also, like a running faucet, birds, etc. now.... turn the music on, and you are on a far planet called Solitude. enjoy!

i am not fond of cables, so while it does have a 3.5mm jack for great analog listening, and lower frequency response (all the way down to 4Hz vs 20Hz via bluetooth), i also got it for the LDAC. this is bad news for me, because any less quality via Bluetooth will be subpar. it is worth noting, there is no version of AptX supported. if you take (via the app) the headset out of quality mode and put it in connection mode it switches from LDAC to AAC with the option to use an automatic DSEE Extreme upscale. if you do not have an LDAC transmitter, DO NOT buy these, get the 1000xm3. they are pretty similar but still have the AptX & HD capabilities plus DSEE HX. i read online that Sony could add the aptX family back with a firmware update, but i do not believe this correct because the bluetooth chipset in the new 1000xm4 is NOT Qualcomm, who owns AptX tech. Per Sony's website, now they use a ""new Bluetooth Audio SoC (System on Chip)""

just like a new car or new shoes, i decided to do the burn in immediately. 192 kHz Pink noise layered with a pure 24bit Sine wav from approx 10-200-10Hz for 48 hours. 2 days is a small price to pay versus finally hearing the better sound 2-3 weeks away. imo.

they sound great. i have a noticeable quality difference from the same source material. the clarity is fantastic, crisp hi's, clear distinct lows, mids that are defined. Sony is the keeper of the music... they have so much material to use in dialing in these headphones, it shows.

one thing that stood out to me as way different than most all reviewers... i did not like to wear them more than a few hours at a time, and definitely not in a warm environment, like the Arizona sun. not just my ears being warm, rather everything under the headphone was substanitally warmer. and i usually have the volume down below 40%, so it isnt headphone heat. i bet i can wear them all day in the winter time.

features:
connect to 2 devices at the same time (no LDAC support during this dual connection)
custom button can be google, alexa, or ambient sound control
turn touch sensor control on/off
auto power off or not
pause when taken off or not
turn off most alerts and voice guide
15 language selection
software automatic download option
automatic Noise Cancelling optimizer
Speak to Chat on/off
equalizer with separate Clear Bass control
360 Audio
Adaptive Sound Control",Reviewed in the United States on 4 September 2020,
